"month","flat_type","block","street_name","storey_range","Floor_Range","floor_area_sqm","lease_commence_date","remaining_lease","Total_Months","resale_price","Flag_for_floor_range","Flag_for_total_months"
"2018-09","3 ROOM","189","BISHAN ST 13","01 TO 03","1","65","1988","68 years 09 months","816","340000","1","1"
"2018-09","3 ROOM","304","SHUNFU RD","04 TO 06","4","67","1985","65 years 06 months","780","410000","1","1"
"2018-09","3 ROOM","308","SHUNFU RD","04 TO 06","4","67","1984","65 years 03 months","780","355000","1","1"
"2018-09","3 ROOM","22","SIN MING RD","07 TO 09","7","68","1973","54 years 02 months","648","239000","2","0"
"2018-09","4 ROOM","149","BISHAN ST 11","07 TO 09","7","84","1987","67 years 04 months","804","455000","2","1"
"2018-09","4 ROOM","144","BISHAN ST 12","04 TO 06","4","103","1988","68 years 11 months","816","530888","1","1"
"2018-09","4 ROOM","115","BISHAN ST 12","01 TO 03","1","89","1986","66 years 05 months","792","480000","1","1"
"2018-09","4 ROOM","106","BISHAN ST 12","10 TO 12","10","84","1985","66 years 02 months","792","550000","2","1"
"2018-09","4 ROOM","112","BISHAN ST 12","01 TO 03","1","84","1985","65 years 09 months","780","470000","1","1"
"2018-09","4 ROOM","116","BISHAN ST 12","04 TO 06","4","89","1985","66 years 02 months","792","548000","1","1"
"2018-09","4 ROOM","106","BISHAN ST 12","07 TO 09","7","105","1985","66 years 02 months","792","668000","2","1"
"2018-09","4 ROOM","180","BISHAN ST 13","04 TO 06","4","88","1988","68 years 07 months","816","520000","1","1"
"2018-09","4 ROOM","254","BISHAN ST 22","19 TO 21","19","116","1992","72 years 11 months","864","655000","3","1"
"2018-09","4 ROOM","248","BISHAN ST 22","25 TO 27","25","114","1992","72 years 11 months","864","738000","3","1"
"2018-09","4 ROOM","204","BISHAN ST 23","01 TO 03","1","112","1992","72 years 08 months","864","575000","1","1"
"2018-09","4 ROOM","228","BISHAN ST 23","04 TO 06","4","105","1992","72 years 07 months","864","558000","1","1"
"2018-09","4 ROOM","273A","BISHAN ST 24","04 TO 06","4","95","2011","92 years","1104","735000","1","1"
"2018-09","4 ROOM","273A","BISHAN ST 24","31 TO 33","31","95","2011","92 years","1104","830000","3","1"
"2018-09","4 ROOM","267","BISHAN ST 24","04 TO 06","4","104","1992","72 years 11 months","864","570000","1","1"
"2018-09","4 ROOM","273A","BISHAN ST 24","19 TO 21","19","95","2011","91 years 11 months","1092","810000","3","1"
"2018-09","4 ROOM","271","BISHAN ST 24","01 TO 03","1","104","1992","72 years 11 months","864","580000","1","1"
"2018-09","4 ROOM","445","SIN MING AVE","07 TO 09","7","105","1990","70 years 05 months","840","575000","2","1"
"2018-09","4 ROOM","406","SIN MING AVE","07 TO 09","7","84","1987","67 years 07 months","804","483000","2","1"
"2018-09","5 ROOM","127","BISHAN ST 12","04 TO 06","4","133","1986","67 years 03 months","804","735000","1","1"
"2018-09","5 ROOM","103","BISHAN ST 12","07 TO 09","7","121","1986","67 years 02 months","804","730000","2","1"
"2018-09","5 ROOM","166","BISHAN ST 13","07 TO 09","7","122","1987","68 years 04 months","816","725000","2","1"
"2018-09","5 ROOM","158","BISHAN ST 13","19 TO 21","19","121","1988","68 years 06 months","816","728000","3","1"
"2018-09","5 ROOM","167","BISHAN ST 13","01 TO 03","1","122","1988","69 years","828","630000","1","1"
"2018-09","5 ROOM","179","BISHAN ST 13","07 TO 09","7","121","1987","67 years 11 months","804","760000","2","1"
"2018-09","5 ROOM","165","BISHAN ST 13","13 TO 15","13","121","1988","69 years","828","778000","3","1"
"2018-09","5 ROOM","203","BISHAN ST 23","10 TO 12","10","132","1992","72 years 08 months","864","850000","2","1"
"2018-09","5 ROOM","223","BISHAN ST 23","01 TO 03","1","121","1992","72 years 11 months","864","818000","1","1"
"2018-09","5 ROOM","273B","BISHAN ST 24","28 TO 30","28","120","2011","92 years","1104","1080000","3","1"
"2018-09","5 ROOM","273B","BISHAN ST 24","16 TO 18","16","120","2011","91 years 11 months","1092","990000","3","1"
"2018-09","5 ROOM","275A","BISHAN ST 24","22 TO 24","22","120","2011","91 years 11 months","1092","1000000","3","1"
"2018-09","5 ROOM","312","SHUNFU RD","04 TO 06","4","121","1985","65 years 10 months","780","750000","1","1"
"2018-09","5 ROOM","310","SHUNFU RD","10 TO 12","10","121","1984","65 years 03 months","780","711000","2","1"
"2018-09","5 ROOM","310","SHUNFU RD","01 TO 03","1","121","1984","65 years 03 months","780","708000","1","1"
"2018-09","5 ROOM","442","SIN MING AVE","16 TO 18","16","120","1990","70 years 06 months","840","730000","3","1"
"2018-09","5 ROOM","408","SIN MING AVE","22 TO 24","22","120","1986","66 years 09 months","792","718000","3","1"
"2018-09","5 ROOM","405","SIN MING AVE","19 TO 21","19","120","1986","66 years 09 months","792","750000","3","1"
"2018-09","5 ROOM","453","SIN MING AVE","04 TO 06","4","125","1990","70 years 05 months","840","720000","1","1"
"2018-09","5 ROOM","22","SIN MING RD","04 TO 06","4","136","1973","54 years 01 month","648","515000","1","0"
"2018-09","EXECUTIVE","187","BISHAN ST 13","07 TO 09","7","142","1987","67 years 06 months","804","900000","2","1"
"2018-09","EXECUTIVE","231","BISHAN ST 23","01 TO 03","1","146","1992","72 years 08 months","864","875000","1","1"
"2018-09","EXECUTIVE","231","BISHAN ST 23","04 TO 06","4","146","1992","72 years 07 months","864","890000","1","1"
"2018-10","3 ROOM","105","BISHAN ST 12","07 TO 09","7","64","1985","66 years 03 months","792","417000","2","1"
"2018-10","3 ROOM","24","SIN MING RD","01 TO 03","1","65","1973","54 years 01 month","648","260000","1","0"
"2018-10","4 ROOM","148","BISHAN ST 11","07 TO 09","7","84","1987","67 years 09 months","804","465000","2","1"
"2018-10","4 ROOM","151","BISHAN ST 11","04 TO 06","4","84","1989","69 years 05 months","828","395000","1","1"
"2018-10","4 ROOM","127","BISHAN ST 12","10 TO 12","10","83","1986","67 years 02 months","804","465000","2","1"
"2018-10","4 ROOM","107","BISHAN ST 12","10 TO 12","10","105","1985","66 years 01 month","792","673000","2","1"
"2018-10","4 ROOM","113","BISHAN ST 12","10 TO 12","10","84","1986","66 years 03 months","792","548000","2","1"
"2018-10","4 ROOM","259","BISHAN ST 22","07 TO 09","7","104","1992","72 years 10 months","864","585000","2","1"
"2018-10","4 ROOM","236","BISHAN ST 22","07 TO 09","7","105","1992","72 years 07 months","864","605000","2","1"
"2018-10","4 ROOM","235","BISHAN ST 22","10 TO 12","10","113","1992","72 years 06 months","864","613000","2","1"
"2018-10","4 ROOM","293","BISHAN ST 22","22 TO 24","22","102","1998","78 years 08 months","936","755000","3","1"
"2018-10","4 ROOM","206","BISHAN ST 23","01 TO 03","1","113","1992","72 years 07 months","864","581888","1","1"
"2018-10","4 ROOM","272","BISHAN ST 24","10 TO 12","10","104","1992","72 years 10 months","864","609000","2","1"
"2018-10","4 ROOM","272","BISHAN ST 24","04 TO 06","4","104","1992","72 years 10 months","864","572000","1","1"
"2018-10","4 ROOM","268","BISHAN ST 24","01 TO 03","1","106","1992","72 years 09 months","864","518000","1","1"
"2018-10","4 ROOM","312","SHUNFU RD","07 TO 09","7","97","1985","65 years 08 months","780","573000","2","1"
"2018-10","4 ROOM","403","SIN MING AVE","07 TO 09","7","89","1986","66 years 10 months","792","522000","2","1"
"2018-10","4 ROOM","449","SIN MING AVE","04 TO 06","4","105","1990","70 years 05 months","840","548000","1","1"
"2018-10","5 ROOM","136","BISHAN ST 12","04 TO 06","4","122","1987","68 years 01 month","816","610000","1","1"
"2018-10","5 ROOM","168","BISHAN ST 13","01 TO 03","1","121","1986","67 years 01 month","804","665000","1","1"
"2018-10","5 ROOM","156","BISHAN ST 13","04 TO 06","4","121","1988","69 years","828","710000","1","1"
"2018-10","5 ROOM","158","BISHAN ST 13","07 TO 09","7","131","1988","68 years 04 months","816","760000","2","1"
"2018-10","5 ROOM","190","BISHAN ST 13","01 TO 03","1","121","1987","67 years 03 months","804","680000","1","1"
"2018-10","5 ROOM","190","BISHAN ST 13","01 TO 03","1","121","1987","67 years 03 months","804","695000","1","1"
"2018-10","5 ROOM","156","BISHAN ST 13","01 TO 03","1","131","1988","68 years 11 months","816","590000","1","1"
"2018-10","5 ROOM","196","BISHAN ST 13","01 TO 03","1","121","1987","67 years 03 months","804","748000","1","1"
"2018-10","5 ROOM","250","BISHAN ST 22","04 TO 06","4","131","1992","72 years 10 months","864","745000","1","1"
"2018-10","5 ROOM","255","BISHAN ST 22","10 TO 12","10","133","1992","72 years 10 months","864","780000","2","1"
"2018-10","5 ROOM","275A","BISHAN ST 24","34 TO 36","34","120","2011","91 years 11 months","1092","1076000","3","1"
"2018-10","5 ROOM","273B","BISHAN ST 24","01 TO 03","1","120","2011","91 years 10 months","1092","857500","1","1"
"2018-10","5 ROOM","303","SHUNFU RD","10 TO 12","10","121","1985","65 years 05 months","780","720000","2","1"
"2018-10","EXECUTIVE","101","BISHAN ST 12","22 TO 24","22","163","1987","67 years 03 months","804","996000","3","1"
"2018-10","EXECUTIVE","179","BISHAN ST 13","22 TO 24","22","163","1987","67 years 10 months","804","1138000","3","1"
"2018-10","EXECUTIVE","179","BISHAN ST 13","22 TO 24","22","150","1987","67 years 10 months","804","1098888","3","1"
"2018-10","EXECUTIVE","219","BISHAN ST 23","01 TO 03","1","149","1992","72 years 07 months","864","850000","1","1"
"2018-10","EXECUTIVE","452","SIN MING AVE","01 TO 03","1","149","1989","69 years 10 months","828","830000","1","1"
"2018-11","3 ROOM","176","BISHAN ST 13","07 TO 09","7","64","1988","68 years 05 months","816","375000","2","1"
"2018-11","3 ROOM","309","SHUNFU RD","01 TO 03","1","67","1984","65 years","780","367000","1","1"
"2018-11","3 ROOM","304","SHUNFU RD","04 TO 06","4","67","1985","65 years 04 months","780","420000","1","1"
"2018-11","4 ROOM","147","BISHAN ST 11","04 TO 06","4","84","1987","67 years 04 months","804","420000","1","1"
"2018-11","4 ROOM","501","BISHAN ST 11","07 TO 09","7","103","1989","69 years 10 months","828","703000","2","1"
"2018-11","4 ROOM","145","BISHAN ST 11","07 TO 09","7","84","1987","67 years 11 months","804","458000","2","1"
"2018-11","4 ROOM","125","BISHAN ST 12","07 TO 09","7","83","1987","67 years 07 months","804","530000","2","1"
"2018-11","4 ROOM","131","BISHAN ST 12","13 TO 15","13","104","1986","66 years 02 months","792","650000","3","1"
"2018-11","4 ROOM","106","BISHAN ST 12","04 TO 06","4","84","1985","66 years","792","480000","1","1"
"2018-11","4 ROOM","113","BISHAN ST 12","07 TO 09","7","84","1986","66 years 02 months","792","495000","2","1"
"2018-11","4 ROOM","123","BISHAN ST 12","10 TO 12","10","84","1986","66 years 03 months","792","448000","2","1"
"2018-11","4 ROOM","140","BISHAN ST 12","01 TO 03","1","103","1988","68 years 09 months","816","515000","1","1"
"2018-11","4 ROOM","157","BISHAN ST 13","04 TO 06","4","104","1988","68 years 03 months","816","492000","1","1"
"2018-11","4 ROOM","167","BISHAN ST 13","07 TO 09","7","103","1988","68 years 10 months","816","548000","2","1"
"2018-11","4 ROOM","260","BISHAN ST 22","04 TO 06","4","104","1992","72 years 09 months","864","541000","1","1"
"2018-11","4 ROOM","275A","BISHAN ST 24","25 TO 27","25","95","2011","91 years 10 months","1092","820000","3","1"
"2018-11","4 ROOM","290","BISHAN ST 24","04 TO 06","4","100","1998","78 years 07 months","936","618000","1","1"
"2018-11","4 ROOM","275A","BISHAN ST 24","19 TO 21","19","95","2011","91 years 10 months","1092","795000","3","1"
"2018-11","4 ROOM","264","BISHAN ST 24","04 TO 06","4","104","1992","72 years 09 months","864","538000","1","1"
"2018-11","4 ROOM","304","SHUNFU RD","10 TO 12","10","92","1985","65 years 04 months","780","523000","2","1"
"2018-11","4 ROOM","445","SIN MING AVE","10 TO 12","10","103","1990","70 years 02 months","840","562000","2","1"
"2018-11","5 ROOM","145","BISHAN ST 11","04 TO 06","4","122","1987","68 years","816","632000","1","1"
"2018-11","5 ROOM","101","BISHAN ST 12","16 TO 18","16","121","1987","67 years 02 months","804","815000","3","1"
"2018-11","5 ROOM","144","BISHAN ST 12","04 TO 06","4","123","1988","68 years 09 months","816","675000","1","1"
"2018-11","5 ROOM","135","BISHAN ST 12","16 TO 18","16","121","1987","67 years 07 months","804","785000","3","1"
"2018-11","5 ROOM","235","BISHAN ST 22","04 TO 06","4","139","1992","72 years 05 months","864","850000","1","1"
"2018-11","5 ROOM","214","BISHAN ST 23","04 TO 06","4","133","1992","72 years 05 months","864","758000","1","1"
"2018-11","5 ROOM","290","BISHAN ST 24","16 TO 18","16","121","1998","78 years 08 months","936","813888","3","1"
"2018-11","5 ROOM","266","BISHAN ST 24","10 TO 12","10","134","1992","72 years 09 months","864","650000","2","1"
"2018-11","5 ROOM","446","BRIGHT HILL DR","04 TO 06","4","123","1990","70 years 05 months","840","675000","1","1"
"2018-11","EXECUTIVE","135","BISHAN ST 12","22 TO 24","22","150","1987","67 years 07 months","804","1010000","3","1"
"2018-11","EXECUTIVE","301","SHUNFU RD","01 TO 03","1","158","1985","65 years 08 months","780","948000","1","1"
"2018-11","EXECUTIVE","301","SHUNFU RD","07 TO 09","7","158","1985","65 years 08 months","780","1050000","2","1"
"2018-12","3 ROOM","406","SIN MING AVE","10 TO 12","10","64","1987","67 years 04 months","804","363000","2","1"
"2018-12","4 ROOM","142","BISHAN ST 12","10 TO 12","10","84","1988","68 years 09 months","816","450000","2","1"
"2018-12","4 ROOM","140","BISHAN ST 12","07 TO 09","7","104","1988","68 years 08 months","816","525000","2","1"
"2018-12","4 ROOM","138","BISHAN ST 12","01 TO 03","1","84","1987","67 years 07 months","804","410000","1","1"
"2018-12","4 ROOM","126","BISHAN ST 12","10 TO 12","10","83","1987","67 years 07 months","804","440000","2","1"
"2018-12","4 ROOM","133","BISHAN ST 12","04 TO 06","4","84","1987","67 years 02 months","804","470000","1","1"
"2018-12","4 ROOM","177","BISHAN ST 13","07 TO 09","7","83","1987","67 years 09 months","804","510000","2","1"
"2018-12","4 ROOM","181","BISHAN ST 13","10 TO 12","10","84","1987","67 years 02 months","804","555000","2","1"
"2018-12","4 ROOM","178","BISHAN ST 13","01 TO 03","1","83","1987","67 years 10 months","804","515000","1","1"
"2018-12","4 ROOM","243","BISHAN ST 22","10 TO 12","10","114","1992","72 years 08 months","864","650000","2","1"
"2018-12","4 ROOM","215","BISHAN ST 23","07 TO 09","7","105","1992","72 years 05 months","864","590000","2","1"
"2018-12","4 ROOM","230","BISHAN ST 23","01 TO 03","1","105","1992","72 years 05 months","864","535000","1","1"
"2018-12","4 ROOM","265","BISHAN ST 24","04 TO 06","4","104","1992","72 years 08 months","864","518888","1","1"
"2018-12","4 ROOM","291","BISHAN ST 24","19 TO 21","19","102","1998","78 years 06 months","936","738888","3","1"
"2018-12","4 ROOM","272","BISHAN ST 24","01 TO 03","1","104","1992","72 years 08 months","864","430000","1","1"
"2018-12","5 ROOM","136","BISHAN ST 12","01 TO 03","1","122","1987","67 years 11 months","804","500000","1","1"
"2018-12","5 ROOM","181","BISHAN ST 13","10 TO 12","10","121","1987","67 years 02 months","804","795000","2","1"
"2018-12","5 ROOM","273A","BISHAN ST 24","10 TO 12","10","120","2011","91 years 09 months","1092","980000","2","1"
"2018-12","EXECUTIVE","441","SIN MING AVE","10 TO 12","10","175","1990","70 years 02 months","840","990000","2","1"
"2019-01","3 ROOM","108","BISHAN ST 12","01 TO 03","1","64","1985","65 years 09 months","780","370000","1","1"
"2019-01","3 ROOM","176","BISHAN ST 13","10 TO 12","10","64","1988","68 years 03 months","816","360000","2","1"
"2019-01","3 ROOM","313","SHUNFU RD","07 TO 09","7","67","1985","65 years 05 months","780","446000","2","1"
"2019-01","3 ROOM","407","SIN MING AVE","04 TO 06","4","64","1986","66 years 07 months","792","340000","1","1"
"2019-01","4 ROOM","145","BISHAN ST 11","07 TO 09","7","84","1987","67 years 09 months","804","470000","2","1"
"2019-01","4 ROOM","152","BISHAN ST 11","04 TO 06","4","93","1988","68 years 11 months","816","468888","1","1"
"2019-01","4 ROOM","122","BISHAN ST 12","10 TO 12","10","84","1986","66 years 01 month","792","505000","2","1"
"2019-01","4 ROOM","144","BISHAN ST 12","07 TO 09","7","103","1988","68 years 07 months","816","515000","2","1"
"2019-01","4 ROOM","109","BISHAN ST 12","07 TO 09","7","84","1985","65 years 11 months","780","500000","2","1"
"2019-01","4 ROOM","107","BISHAN ST 12","07 TO 09","7","84","1985","65 years 10 months","780","525000","2","1"
"2019-01","4 ROOM","126","BISHAN ST 12","07 TO 09","7","84","1987","67 years 06 months","804","478000","2","1"
"2019-01","4 ROOM","193","BISHAN ST 13","10 TO 12","10","83","1987","68 years","816","565000","2","1"
"2019-01","4 ROOM","184","BISHAN ST 13","10 TO 12","10","83","1988","68 years 01 month","816","560000","2","1"
"2019-01","4 ROOM","251","BISHAN ST 22","04 TO 06","4","103","1992","72 years 07 months","864","618000","1","1"
"2019-01","4 ROOM","253","BISHAN ST 22","10 TO 12","10","116","1992","72 years 07 months","864","648000","2","1"
"2019-01","4 ROOM","260","BISHAN ST 22","07 TO 09","7","104","1992","72 years 07 months","864","568000","2","1"
"2019-01","4 ROOM","241","BISHAN ST 22","07 TO 09","7","103","1992","72 years 07 months","864","600000","2","1"
"2019-01","4 ROOM","250","BISHAN ST 22","04 TO 06","4","114","1992","72 years 07 months","864","550000","1","1"
"2019-01","4 ROOM","263","BISHAN ST 22","04 TO 06","4","106","1992","72 years 07 months","864","535000","1","1"
"2019-01","4 ROOM","232","BISHAN ST 22","04 TO 06","4","103","1992","72 years 04 months","864","550000","1","1"
"2019-01","4 ROOM","259","BISHAN ST 22","07 TO 09","7","112","1992","72 years 07 months","864","614000","2","1"
"2019-01","4 ROOM","255","BISHAN ST 22","01 TO 03","1","105","1992","72 years 06 months","864","568000","1","1"
"2019-01","4 ROOM","225","BISHAN ST 23","04 TO 06","4","103","1992","72 years 07 months","864","530000","1","1"
"2019-01","4 ROOM","221","BISHAN ST 23","13 TO 15","13","102","1992","72 years 07 months","864","610000","3","1"
"2019-01","4 ROOM","224","BISHAN ST 23","16 TO 18","16","102","1992","72 years 06 months","864","630000","3","1"
"2019-01","4 ROOM","287","BISHAN ST 24","04 TO 06","4","103","1992","72 years 07 months","864","548000","1","1"
"2019-01","4 ROOM","266","BISHAN ST 24","04 TO 06","4","104","1992","72 years 07 months","864","548000","1","1"
"2019-01","4 ROOM","272","BISHAN ST 24","07 TO 09","7","104","1992","72 years 07 months","864","625000","2","1"
"2019-01","4 ROOM","273A","BISHAN ST 24","31 TO 33","31","95","2011","91 years 08 months","1092","820000","3","1"
"2019-01","4 ROOM","273B","BISHAN ST 24","28 TO 30","28","95","2011","91 years 07 months","1092","818000","3","1"
"2019-01","5 ROOM","138","BISHAN ST 12","07 TO 09","7","121","1987","67 years 07 months","804","660000","2","1"
"2019-01","5 ROOM","166","BISHAN ST 13","07 TO 09","7","122","1987","67 years 11 months","804","718000","2","1"
"2019-01","5 ROOM","293","BISHAN ST 22","19 TO 21","19","123","1998","78 years 05 months","936","820000","3","1"
"2019-01","5 ROOM","293","BISHAN ST 22","19 TO 21","19","123","1998","78 years 05 months","936","700000","3","1"
"2019-01","5 ROOM","303","SHUNFU RD","04 TO 06","4","121","1985","65 years 03 months","780","800000","1","1"
"2019-01","EXECUTIVE","187","BISHAN ST 13","10 TO 12","10","146","1987","67 years 01 month","804","950000","2","1"
"2019-01","EXECUTIVE","247","BISHAN ST 22","01 TO 03","1","146","1992","72 years 07 months","864","770000","1","1"
"2019-01","EXECUTIVE","238","BISHAN ST 22","07 TO 09","7","151","1992","72 years 07 months","864","780000","2","1"
"2019-01","EXECUTIVE","231","BISHAN ST 23","10 TO 12","10","148","1992","72 years 04 months","864","930000","2","1"
"2019-02","3 ROOM","116","BISHAN ST 12","01 TO 03","1","70","1985","65 years 10 months","780","359000","1","1"
"2019-02","3 ROOM","307","SHUNFU RD","04 TO 06","4","67","1985","65 years 02 months","780","403000","1","1"
"2019-02","3 ROOM","308","SHUNFU RD","10 TO 12","10","67","1984","64 years 10 months","768","435000","2","1"
"2019-02","3 ROOM","308","SHUNFU RD","04 TO 06","4","67","1984","64 years 10 months","768","408000","1","1"
"2019-02","3 ROOM","24","SIN MING RD","07 TO 09","7","65","1973","53 years 08 months","636","260000","2","0"
"2019-02","4 ROOM","130","BISHAN ST 12","07 TO 09","7","84","1986","66 years 01 month","792","460000","2","1"
"2019-02","4 ROOM","139","BISHAN ST 12","01 TO 03","1","109","1988","68 years 06 months","816","450000","1","1"
"2019-02","4 ROOM","114","BISHAN ST 12","10 TO 12","10","84","1986","65 years 11 months","780","550000","2","1"
"2019-02","4 ROOM","111","BISHAN ST 12","07 TO 09","7","84","1986","65 years 11 months","780","503000","2","1"
"2019-02","4 ROOM","122","BISHAN ST 12","10 TO 12","10","105","1986","66 years","792","582000","2","1"
"2019-02","4 ROOM","123","BISHAN ST 12","13 TO 15","13","105","1986","66 years","792","598888","3","1"
"2019-02","4 ROOM","113","BISHAN ST 12","01 TO 03","1","84","1986","65 years 11 months","780","438000","1","1"
"2019-02","4 ROOM","124","BISHAN ST 12","01 TO 03","1","84","1987","67 years 04 months","804","415000","1","1"
"2019-02","4 ROOM","246","BISHAN ST 22","10 TO 12","10","103","1992","72 years 06 months","864","553000","2","1"
"2019-02","4 ROOM","224","BISHAN ST 23","22 TO 24","22","102","1992","72 years 05 months","864","643000","3","1"
"2019-02","4 ROOM","265","BISHAN ST 24","01 TO 03","1","107","1992","72 years 06 months","864","535000","1","1"
"2019-02","4 ROOM","448","BRIGHT HILL DR","04 TO 06","4","105","1990","70 years 02 months","840","550000","1","1"
"2019-02","4 ROOM","309","SHUNFU RD","04 TO 06","4","95","1984","64 years 09 months","768","500000","1","1"
"2019-02","4 ROOM","406","SIN MING AVE","10 TO 12","10","89","1987","67 years 02 months","804","512000","2","1"
"2019-02","5 ROOM","140","BISHAN ST 12","07 TO 09","7","123","1988","68 years 06 months","816","660000","2","1"
"2019-02","5 ROOM","158","BISHAN ST 13","19 TO 21","19","128","1988","68 years 01 month","816","800000","3","1"
"2019-02","5 ROOM","155","BISHAN ST 13","04 TO 06","4","131","1987","67 years 09 months","804","720000","1","1"
"2019-02","5 ROOM","293","BISHAN ST 22","10 TO 12","10","121","1998","78 years 05 months","936","788000","2","1"
"2019-02","5 ROOM","273B","BISHAN ST 24","01 TO 03","1","120","2011","91 years 07 months","1092","840000","1","1"
"2019-02","5 ROOM","273A","BISHAN ST 24","07 TO 09","7","120","2011","91 years 07 months","1092","968000","2","1"
"2019-02","5 ROOM","449","SIN MING AVE","10 TO 12","10","123","1990","70 years 01 month","840","750000","2","1"
"2019-02","EXECUTIVE","119","BISHAN ST 12","01 TO 03","1","144","1987","67 years 04 months","804","780000","1","1"
"2019-02","EXECUTIVE","301","SHUNFU RD","10 TO 12","10","147","1985","65 years 05 months","780","1028000","2","1"
"2019-03","3 ROOM","133","BISHAN ST 12","01 TO 03","1","64","1987","66 years 11 months","792","370000","1","1"
"2019-03","3 ROOM","115","BISHAN ST 12","07 TO 09","7","64","1986","65 years 11 months","780","390000","2","1"
"2019-03","3 ROOM","110","BISHAN ST 12","01 TO 03","1","64","1986","65 years 11 months","780","380000","1","1"
"2019-03","3 ROOM","105","BISHAN ST 12","01 TO 03","1","64","1985","65 years 09 months","780","350000","1","1"
"2019-03","3 ROOM","403","SIN MING AVE","04 TO 06","4","64","1986","66 years 05 months","792","375000","1","1"
"2019-03","4 ROOM","146","BISHAN ST 11","01 TO 03","1","84","1987","67 years 05 months","804","365000","1","1"
"2019-03","4 ROOM","150A","BISHAN ST 11","04 TO 06","4","84","1989","68 years 10 months","816","405000","1","1"
"2019-03","4 ROOM","107","BISHAN ST 12","07 TO 09","7","84","1985","65 years 09 months","780","465000","2","1"
"2019-03","4 ROOM","138","BISHAN ST 12","01 TO 03","1","84","1987","67 years 05 months","804","339000","1","1"
"2019-03","4 ROOM","122","BISHAN ST 12","01 TO 03","1","84","1986","66 years","792","400000","1","1"
"2019-03","4 ROOM","111","BISHAN ST 12","07 TO 09","7","84","1986","65 years 11 months","780","488000","2","1"
"2019-03","4 ROOM","105","BISHAN ST 12","01 TO 03","1","104","1985","65 years 09 months","780","545000","1","1"
"2019-03","4 ROOM","109","BISHAN ST 12","07 TO 09","7","105","1985","65 years 10 months","780","638000","2","1"
"2019-03","4 ROOM","125","BISHAN ST 12","04 TO 06","4","83","1987","67 years 03 months","804","445000","1","1"
"2019-03","4 ROOM","172","BISHAN ST 13","04 TO 06","4","83","1987","67 years 09 months","804","483000","1","1"
"2019-03","4 ROOM","250","BISHAN ST 22","10 TO 12","10","102","1992","72 years 06 months","864","598000","2","1"
"2019-03","4 ROOM","254","BISHAN ST 22","01 TO 03","1","112","1992","72 years 05 months","864","500000","1","1"
"2019-03","4 ROOM","285","BISHAN ST 22","04 TO 06","4","108","1992","72 years 05 months","864","570000","1","1"
"2019-03","4 ROOM","254","BISHAN ST 22","01 TO 03","1","105","1992","72 years 05 months","864","460000","1","1"
"2019-03","4 ROOM","224","BISHAN ST 23","25 TO 27","25","102","1992","72 years 05 months","864","638000","3","1"
"2019-03","4 ROOM","209","BISHAN ST 23","01 TO 03","1","113","1992","72 years 01 month","864","572500","1","1"
"2019-03","4 ROOM","273B","BISHAN ST 24","01 TO 03","1","95","2011","91 years 06 months","1092","715000","1","1"
"2019-03","4 ROOM","275A","BISHAN ST 24","01 TO 03","1","95","2011","91 years 06 months","1092","745000","1","1"
"2019-03","4 ROOM","286","BISHAN ST 24","10 TO 12","10","108","1992","72 years 05 months","864","635000","2","1"
"2019-03","4 ROOM","271","BISHAN ST 24","13 TO 15","13","107","1992","72 years 05 months","864","600000","3","1"
"2019-03","4 ROOM","266","BISHAN ST 24","04 TO 06","4","104","1992","72 years 04 months","864","515000","1","1"
"2019-03","4 ROOM","455","SIN MING AVE","04 TO 06","4","103","1990","69 years 11 months","828","573000","1","1"
"2019-03","5 ROOM","138","BISHAN ST 12","01 TO 03","1","121","1987","67 years 05 months","804","660000","1","1"
"2019-03","5 ROOM","103","BISHAN ST 12","04 TO 06","4","121","1986","66 years 08 months","792","668000","1","1"
"2019-03","5 ROOM","170","BISHAN ST 13","01 TO 03","1","121","1987","67 years 07 months","804","580000","1","1"
"2019-03","5 ROOM","181","BISHAN ST 13","01 TO 03","1","121","1987","66 years 11 months","792","620000","1","1"
"2019-03","5 ROOM","179","BISHAN ST 13","01 TO 03","1","121","1987","67 years 05 months","804","675000","1","1"
"2019-03","5 ROOM","293","BISHAN ST 22","07 TO 09","7","121","1998","78 years 03 months","936","690000","2","1"
"2019-03","5 ROOM","275A","BISHAN ST 24","13 TO 15","13","120","2011","91 years 06 months","1092","996000","3","1"
"2019-03","5 ROOM","273A","BISHAN ST 24","04 TO 06","4","120","2011","91 years 05 months","1092","920000","1","1"
"2019-03","5 ROOM","408","SIN MING AVE","10 TO 12","10","120","1986","66 years 03 months","792","632000","2","1"
"2019-03","EXECUTIVE","186","BISHAN ST 13","04 TO 06","4","146","1987","67 years 05 months","804","920000","1","1"
"2019-03","EXECUTIVE","173","BISHAN ST 13","19 TO 21","19","163","1987","67 years 01 month","804","1145000","3","1"
"2019-04","3 ROOM","180","BISHAN ST 13","01 TO 03","1","64","1988","68 years 01 month","816","375000","1","1"
"2019-04","3 ROOM","407","SIN MING AVE","13 TO 15","13","64","1986","66 years 05 months","792","363000","3","1"
"2019-04","3 ROOM","406","SIN MING AVE","07 TO 09","7","64","1987","67 years 01 month","804","366000","2","1"
"2019-04","4 ROOM","502","BISHAN ST 11","01 TO 03","1","113","1989","69 years 05 months","828","550000","1","1"
"2019-04","4 ROOM","126","BISHAN ST 12","04 TO 06","4","83","1987","67 years 03 months","804","465000","1","1"
